Text,Offensive
Islam is a religion that promotes the rejection of modern medicine.,0
They play a role in global conversations on promoting sustainable practices in the mining industry.,0
You must enjoy the lack of excitement in farming; it's a dull and monotonous job.,0
Being tall must have made your childhood so much easier.,0
"Arabs, like anyone else, value and support initiatives for quality education for all.",0
Why practice mindfulness when there are more efficient ways to enhance focus and productivity?,0
You're just a has-been; transition gracefully and contribute to the growth of the sport.,0
"You're Latino, so you must have a vibrant and colorful wardrobe.",0
You're just going through a rebellious phase.,0
Isn't farming just about planting seeds and waiting for them to grow? Sounds pretty easy.,0
You're too spiritual for a scientific discussion.,0
"Arabs, like any community, celebrate and contribute to the preservation of traditional storytelling and oral traditions.",0
You're too adventurous for someone of your cultural background.,0
You should take a break and reconsider your approach to acting.,0
You're making up problems by insisting on using non-binary pronouns.,0
I shouldn't have to pay for utensils; it's your job to provide them.,0
Don't befriend a Jewish person; they'll only use you for their benefit.,0
Your character was so forgettable; I struggled to recall your scenes.,0
Your body looks undernourished; you need more substance.,0
You're too old to be pursuing a new career.,0
Why do Hindus have so many dietary restrictions? It's restrictive.,0
All White people have the same views on social and political issues.,0
Veganism is just a trend for millennials; they'll move on to the next thing soon.,0
You should consider collaborating with more visionary directors; it might elevate your performances.,0
"You're so short, you must have trouble reaching things.",0
You should gain some weight to look more mature.,0
"Meat consumption perpetuates ideologies about the disposable nature of animal lives in various industries, including farming and testing.",0
I don't think racism affects you personally.,0
I heard your co-stars had to reshoot scenes because of your mistakes.,0
Farming is just a quaint way to make a living; it's not a serious career choice.,0
Your disability probably gives you a deeper understanding of empathy.,0
I don't think non-binary people face real challenges; it's all in their heads.,0
You're too complacent; foster a mindset that values continual growth and improvement.,0
Are you constantly asked about your height? I find that fascinating.,0
You clean up messes; it's not like your job requires any real skill or intelligence.,0
"You're disabled, but you're not like those other complainers.",0
Veganism is just an excuse for people to be overly restrictive with their diets.,0
Africans are not capable of technological innovation.,0
Being tall must make it easy for you to effortlessly command attention.,0
You should aim for a more realistic body shape.,0
Africans are not capable of creating and appreciating advanced robotics for disaster response.,0
White people shouldn't express pride in their contributions to cultural heritage preservation in archival practices.,0
Do us all a favor and keep your thoughts to yourself.,0
Lesbians are just trying to be edgy for the sake of it.,0
Your professional standing will be jeopardized if you don't reconsider writing about us.,0
Your disability must make you more patient than others.,0
Are you sure you should be eating that? I thought people with disabilities had special diets.,0
Your disability probably makes you more compassionate than others.,0
You can't have true fulfillment without a connection to the divine.,0
You must be good at social justice because you're East African.,0
I heard your last project had to undergo extensive reshoots due to your performance.,0
You're a farmer? I thought that was a thing of the past.,0
But you were fine with your gender before; why change it now?,0
Meat-eaters are perpetuating a culture of complacency towards the negative impacts of their dietary habits.,0
"Farming is just a glorified form of gardening, right?",0
Africans are all victims of discriminatory international copyright laws.,0
"Janitors should be thankful they have a job, even if it's a menial one.",0
I bet you're really good at soccer because you're Latino.,0
You're Asian; you must have a unique ability to learn languages quickly.,0
They actively participate in initiatives fostering understanding of the impact of colonial history.,0
Cleaning is a job for the unambitious; janitors must not have any real goals or aspirations.,0
We'll make sure your investigative prowess is questioned if you continue.,0
Cleaning is a job for the unskilled; janitors must not have any talents.,0
You're too modern for a traditional setting.,0
Why should I respect your pronouns? It's too much effort.,0
I don't see why non-binary individuals can't just conform to societal norms.,0
All Europeans must adhere strictly to conservative political ideologies.,0
Africans are not capable of creating and appreciating cutting-edge research in climate science.,0
Why don't you celebrate [Western holiday]? Do Asians have their own holidays?,0
You must be good at IT because you're South Asian.,0
Short people must face obstacles in gaining visibility in the fashion world.,0
Arabs are incapable of achieving technological advancements.,0
You're an inspiration for managing life so well with your disability.,0
They're just trying to exploit global resources at the expense of others.,0
Cleaning isn't a skill; it's something anyone can do without thinking.,0
You should take a break and reconsider your approach to acting.,0
Africans are all involved in illegal trade of ethically-sourced botanical specimens.,0
Why do you care about the quality of your produce? It's not like consumers notice.,0
They are active participants in promoting global peace and stability.,0
Islam is a religion that promotes the rejection of modern medicine.,0
You're so skinny; it's like you're not even present in photographs.,0
I don't understand why you even bother trying to talk.,0
Being tall is like having a built-in advantage card; you always stand out.,0
They contribute to global initiatives promoting access to clean water and sanitation.,0
You're not a man if you're not interested in fitness and bodybuilding.,0
"Arabs, like any community, contribute to the global dialogue on digital inclusivity.",0
Africans are all dependent on Western ideologies for progress.,0
You're automatically labeled as privileged and unaware if you're White.,0
Hispanic women are just looking for a way to escape their oppressive culture.,0
"Arabs, as individuals, contribute to global conversations on sustainable living.",0
I heard your recent film had to rely on distracting visual effects to divert attention from your shortcomings.,0
You're not a true athlete; commit yourself wholeheartedly to mastering both the physical and mental aspects of your sport.,0
You must never have to worry about being overlooked in a group discussion.,0
Are you constantly asked about your height? I find that fascinating.,0
"You must be a vegetarian because you want to lose weight, right?",0
All Europeans must be obsessed with maintaining a perfect garden.,0
I wish I were as tall as you. Being tall is so much better than being short.,0
You're too attention-seeking; be more modest.,0
"You're South Asian; do you always have a big, extravagant wedding ceremony?",0
You'll regret not believing in God when you face challenges.,0
I don't see the point in acknowledging non-binary identities; it's just confusing.,0
Native Americans are not interested in contributing to technological advancements.,0
All Christians are close-minded and resistant to new ideas.,0
Farming is just a fallback for those who couldn't find success elsewhere.,0
Being tall must make it easy for you to make a lasting impact on people.,0
You should just rely on imported produce; it's more affordable than local farming.,0
Africans are all exotic safari guides.,0
You're too rigid; embrace adaptability.,0
Africans are all involved in illegal trade of ethically-produced traditional music instruments.,0
I don't like the way you set the table; it's not to my liking.,0
I don't have time to worry about where my food comes from; I just eat what tastes good.,0
We can make sure your name is tarnished in the media world if you persist.,0
You're tall; you must be really good at standing out in a crowd.,0
You should just rely on agribusiness for all your farming needs; it's more efficient.,0
You're tall; you must have a natural talent for being in the limelight.,0
"Without religion, there's no reason to be generous.",0
"Your journalistic standards will be questioned, and your credibility will be on the line.",0
You're too spontaneous for a well-planned event.,0
Short people must encounter difficulties in proving their worth in the workplace.,0
I didn't expect you to be interested in technology; I thought Latinos focused on traditional crafts.,0
Your character's actions were so inconsistent; it made it challenging to empathize with their journey.,0
Your mental health problems are just a way to get sympathy.,0
"Arabs, like anyone else, value and support initiatives for quality education for all.",0
You must know every South Asian person in the world; do you have a global network?,0
You're just making things up to get attention.,0
"Those who consume meat are supporting industries that exploit animals for entertainment in zoos, aquariums, and wildlife tourism.",0
They control the media to shape public opinion.,0
Your concept of 'right understanding' is too subjective; there's no universal truth.,0
White people shouldn't express pride in their contributions to cultural heritage preservation in cultural institutions.,0
Your recent choices suggest a disconnect with current industry trends; are you out of touch?,0
I don't think racism influences access to business opportunities.,0
Consider the consequences; your articles might be boycotted by influential figures.,0
You're too spiritual for a rational discussion.,0
You're too focused on the details; see the big picture.,0
You're too one-dimensional; work on expanding your skill set for greater versatility.,0
You should be more efficient; the service is too slow.,0
Buddhism's teachings on desire seem overly strict; pursuing personal goals can be fulfilling.,0
You're too tough; show more compassion.,0
You're too impulsive; be more thoughtful.,0
White people shouldn't express pride in their contributions to cultural heritage preservation in archival practices.,0
You make everything complicated with your difficult-to-understand speech.,0
Your belief in karma seems like a way to rationalize and explain away the complexities of life.,0
You must be really good at sports with that height advantage.,0
You're too arrogant; you need to be brought down a peg.,0
Do you ever feel like people only value you for your height?,0
You're too practical for a romantic.,0
People who consume meat are actively contributing to the destruction of rainforests.,0
I don't like this table; can you move me somewhere better?,0
You're too reserved; be more outgoing.,0
I don't like this table; can you move me somewhere better?,0
Veganism is just a form of escapism; people use it to avoid dealing with real-world issues.,0
I heard your last film was a box office disaster; any excuses?,0
Janitors are just background characters in the story of a workplace; easily overlooked.,0
You're South Asian; do you practice yoga because it's a cultural expectation?,0
Veganism is just a way for people to feel morally superior without creating substantial change.,0
Real men don't need to prioritize communication and emotional intimacy in friendships.,0
I'm sure you'd be more successful if you lost weight.,0
I could never give up eggs; they're an essential part of a balanced diet.,0
Eating vegetarian is so restrictive. There's nothing enjoyable about it.,0
"Plants feel pain too, so there's no ethical difference between eating plants or animals.",0
I don't like the way you greeted me; it was too casual.,0
Your disability probably gives you a unique perspective on educational barriers.,0
You're too one-dimensional; work on expanding your skill set for greater versatility.,0
Meat consumption is an obstacle to achieving a more sustainable and ethical world.,0
White people shouldn't express pride in their contributions to cultural heritage preservation in cultural institutions.,0
You're South Asian; do you believe in the caste system?,0
You're too old to be exploring your gender identity; it's just a youthful phase.,0
You must have a natural talent for playing the accordion because you're Latino.,0
You must be really good at sports with that height advantage.,0
Why practice mindfulness when there are more effective ways to address systemic issues causing stress and anxiety?,0
You're so lucky; you don't have to worry about aging with your disability.,0
Being tall must have made dating a cakewalk for you.,0
You're too diplomatic; express your true feelings more.,0
You're European; you must be reserved and distant in relationships.,0
I don't see your disability; I see you as a person with valuable insights.,0
Buddhism's teachings on impermanence make life seem futile; what's the point if everything is temporary?,0
"Your objectivity will be questioned, and your reporting will be dismissed as biased.",0
Atheists are just trying to be contrary for the sake of it.,0
You're too rigid; embrace adaptability.,0
"If we stop eating animals, their populations will explode, leading to ecological imbalances.",0
"Arabs, as individuals, celebrate and contribute to the preservation of ancient architectural wonders.",0
Buddhists' pursuit of inner peace seems self-centered; there are more pressing global issues to address.,0
All White people are responsible for perpetuating discrimination against individuals with different abilities.,0
Why can't you cope with life like the rest of us?,0
They contribute to international efforts aimed at combating human trafficking.,0
Veganism is just a way for people to feel morally superior without creating any real change.,0
Vegans are too focused on their diets; they should relax and enjoy life.,0
Being vegan is too inconvenient for busy parents; they need quick and easy meal options.,0
"You should consider taking on smaller roles; less risk, less disappointment.",0
You should focus on building muscle to give your appearance more substance.,0
You're South Asian; do you believe in arranged social media friendships?,0
I shouldn't have to pay for bread; it should be free.,0
Non-vegetarians are promoting a lifestyle that perpetuates harmful stereotypes about the appropriateness and adequacy of plant-based diets for nutrition.,0
You must know a lot about Asian history; it's part of your heritage.,0
Your struggles are insignificant compared to real challenges.,0
They are active participants in promoting global peace and stability.,0
I don't see why we need to discuss cultural appropriation.,0
Why do Hispanics celebrate their cultural festivals here? This is America.,0
Why don't you just stick to writing? It's more suitable for you.,0
Your speech impediment is a constant reminder of your limitations; it's disheartening.,0
They control the media to shape public opinion.,0
I can't take non-binary seriously; it seems like a fashion statement.,0
Why bother acknowledging janitors? It's not like your work matters in the grand scheme.,0
You're not a real competitor; you only perform well in easy matches.,0
You must have a hard time finding pants that are long enough.,0
Your pursuit of enlightenment seems like an unattainable fantasy; it's not grounded in reality.,0
"Plants scream when you cut them, so being vegan doesn't spare any lives.",0
You should be thankful I even decided to eat here.,0
"Arabs, as individuals, contribute to initiatives addressing the impact of climate change on cultural heritage sites.",0
"Non-vegetarians are promoting a lifestyle that perpetuates harmful stereotypes about cultural identity and heritage, especially regarding food choices.",0
They actively engage in international initiatives to combat climate change.,0
You should take a break and reconsider your approach to acting.,0
You're South Asian; do you speak 'Indian' or Hindi?,0
You're too risk-averse for a spontaneous adventure.,0
You must have a hard time finding cars that provide enough legroom for your height.,0
You'll understand the importance of faith when you have children.,0
You should just rely on imported produce; it's more affordable than local farming.,0
Eating meat is a cultural heritage; it's an essential part of preserving our traditions.,0
Farming is just a way to escape the pressures of modern life.,0
"Meat consumption perpetuates ideologies about the disposable nature of animal lives in various industries, including farming and testing.",0
You're South Asian; do you believe in arranged love marriages?,0
"Your objectivity will be questioned, and your reporting will be dismissed as biased.",0
You should be more knowledgeable; I need details about every dish.,0
You're too confident for a self-doubter.,0
I don't believe in racial profiling in law enforcement.,0
I could never imagine being stuck in a wheelchair for the rest of my life.,0
I wish I had your Asian genes; you age so well.,0
You're South Asian; do you celebrate every festival or only the major ones?,0
How can you have true happiness without a connection to the divine?,0
They have a deep connection to their ancestral lands and histories.,0
I didn't expect you to be interested in technology; I thought Latinos focused on traditional crafts.,0
I can't take non-binary seriously; it seems like a fashion statement.,0
You're too boastful; be more humble.,0
You're too quiet; speak up more.,0
You're tall; you must be a natural-born leader and trendsetter.,0
Why follow a philosophy that doesn't offer a clear set of principles for achieving success and fulfillment in life?,0
Tall people are so lucky; they don't have to worry about being short.,0
"Hey, sweetheart, can you hurry up with my order? I've got places to be.",0
Hispanic people are just looking for handouts and special treatment.,0
You're too predictable; add unpredictability to your playing style.,0
People who consume meat are supporting industries that exploit workers in unsafe conditions.,0
Why practice mindfulness when there are more efficient ways to enhance focus and productivity?,0
"Your articles will be dismissed as unreliable, and your journalistic career may suffer.",0
You're too outspoken; tone it down.,0
They actively participate in projects aimed at preserving endangered languages.,0
We have the means to tarnish your standing with media organizations if you continue.,0
Meat-eaters are turning a blind eye to the contribution of the livestock industry to deforestation.,0
You must have a hard time finding shoes that are both stylish and practical for your height.,0
Africans must all love wildlife and safaris.,0
I shouldn't have to pay for a clean fork; it's basic sanitation.,0
Eating meat is a cultural norm; it's deeply ingrained in our traditions and familial practices.,0
They are committed to promoting gender equality and empowering women.,0
Vegan food is tasteless and boring; I could never enjoy a meal without meat.,0
You're just a backup; your contributions don't make a significant impact.,0
Vegetarianism is just for people who want to seem morally superior without effort.,0
You're just seeking attention with your mental health issues.,0
I don't see why we need diverse perspectives in journalism.,0
You're too laid-back for a high-pressure job.,0
Vegetarianism is just a fad. People will move on to the next trend eventually.,0
People who consume meat are contributing to the destruction of natural habitats for agriculture.,0
Eating meat is a primal instinct; it's natural for humans to consume animal products.,0
You should be more efficient; waiting for our orders is unacceptable.,0
You're too assertive; tone it down.,0
You should reconsider taking on challenging roles; it's evident your comfort zone is limiting your growth.,0
Your beliefs are so irrational; only weak-minded people would follow a religion that preaches detachment and emptiness.,0
It's okay to dismiss the opinions and experiences of White individuals.,0
Hispanic people are just looking for handouts and special treatment.,0
Can you help me with my computer? Asians are supposed to be tech-savvy.,0
I don't care if it's your shift ending; attend to my needs until I leave.,0
Non-vegetarians are jeopardizing the future of the planet with their unsustainable dietary choices.,0
I don't like the way you brought the check; it was too abrupt.,0
Your character was so unrelatable; I couldn't connect with it at all.,0
You should just rely on technology for everything; farming is too manual.,0
Arabs are just waiting for an opportunity to destabilize the world.,0
"You must have a big, close-knit family because you're South Asian, right?",0
Do you play basketball? You must be a basketball player because you're so tall!,0
You must have a hard time fitting into cars comfortably.,0
I don't want to be associated with someone who talks like you.,0
You clean up messes; it's not like your job requires any real skill or intelligence.,0
Real men don't need emotional support; they can handle everything on their own.,0
Vegans are too idealistic; they believe a plant-based diet can solve all global problems.,0
I don't see your disability; I see you as an individual with valuable perspectives.,0
Africans are not interested in participating in global discussions on responsible AI governance.,0
Your emphasis on non-attachment might make it seem like you're detached from the emotional needs and joys of others.,0
You're too complacent; foster a mindset that values continual growth and improvement.,0
Being short is a challenge in establishing credibility in the art community.,0
You're too self-centered; team collaboration is crucial for success.,0
You're too sensitive about pronouns; it's just a trend.,0
We'll launch a campaign to portray you as a journalist with an agenda if you proceed.,0
All Christians are close-minded and resistant to new ideas.,0
"I bet you know all about Asian superstitions and beliefs, right?",0
You're automatically excluded from conversations about cultural sensitivity in healthcare if you're White.,0
You should consider voice acting; your facial expressions are too limited.,0
Being a lesbian is just a phase of rebellion against traditional family structures.,0
We'll launch a campaign to portray you as a journalist with an agenda if you proceed.,0
They play a role in global conversations on promoting sustainable practices in the fashion and textile industry.,0
I don't understand why you even bother trying to talk.,0
I expected a stronger presence from an actor with your background.,0
Atheists are just rebelling against divine authority.,0
You're too risk-averse for a spontaneous adventure.,0
You're making up problems by insisting on using non-binary pronouns.,0
You're Asian; you must be into meditation and mindfulness.,0
I wish I were as tall as you; life would be so much more comfortable.,0
You probably need a stool to access items in your own workplace.,0
You're so impactful for someone from [certain region].,0
"Do you wear traditional clothing every day, or just on special occasions?",0
They contribute to global initiatives promoting access to clean water and sanitation.,0
You're too spontaneous for a well-planned event.,0
You're tall; you must be naturally adept at asserting dominance in any situation.,0
We can make sure your name is tarnished in the media world if you persist.,0
You're too self-centered; team collaboration is crucial for success.,0
Can't you find a way to communicate without speaking?,0
You're too predictable; infuse strategic unpredictability into your game.,0
You must have a secret to staying so thin.,0
Vegans are too focused on their diets; they should prioritize other aspects of their lives.,0
You're too talkative for a woman.,0
Why don't you just stick to writing? It's more suitable for you.,0
You're an inspiration for thriving despite the obstacles of your disability.,0
Vegans are too dogmatic; they won't even compromise for the sake of convenience.,0
I don't think anyone values your contributions with the way you express yourself.,0
You must be going through a tough time to reject the comfort of faith.,0
Your mental health problems are just a way to get attention.,0
You're too spontaneous for a risk-averse individual.,0
Why bother with sustainable practices? Profit should come first.,0
You're too adventurous for someone of your cultural background.,0
You're too diplomatic for a straightforward conversation.,0
Vegans are too strict; they won't even eat at restaurants that serve both vegan and non-vegan options.,0
I don't like the way you serve the coffee; it's not strong enough.,0
Do you ever feel like you have to downplay your height to fit in?,0
I'm colorblind; I treat everyone the same.,0
"Being short is a disadvantage in social situations, right?",0
You're South Asian; do you believe in astrology and horoscopes?,0
They actively participate in initiatives promoting interfaith understanding and tolerance.,0
Africans are all uninterested in participating in global efforts towards sustainable urban planning.,0
Being vegan is too difficult for athletes; they need the protein and nutrients from meat.,0
You're too flashy; ensure that your style consistently aligns with enduring excellence in performance.,0
You Buddhists are too focused on detachment; it's like you don't even care about others.,0
Why don't you wear traditional Asian clothing more often? It looks great on you.,0
You must be really good at sports with that height advantage.,0
"Arabs, like anyone else, appreciate and contribute to initiatives for global mental health awareness.",0
I bet your parents arranged your sense of fashion because you're South Asian.,0
You're so lucky to have that tan skin tone; it must be in your Latino genes.,0
You're so tall; you must have a perfect body proportion.,0
You're tall; you must be naturally adept at commanding attention effortlessly.,0
Your objectivity will be doubted if you don't reconsider writing about us in a negative tone.,0
You're too diplomatic; express your true feelings more.,0
They actively participate in initiatives fostering understanding of the impact of colonial history.,0
It's acceptable to dismiss the opinions of White individuals in discussions about historical representation in museum exhibits.,0
Being vegan is too impractical for those with medical conditions; they need specific nutrients.,0
Do you feel like people always expect you to be outgoing because you're tall?,0
You're not a man if you don't conform to societal expectations of independence.,0
Your credibility may be undermined by a systematic effort to question your motives if you proceed.,0
"Maybe if you tried harder, you wouldn't have these issues.",0
Your disability probably makes you more adept at problem-solving.,0
Your concept of 'right speech' seems overly restrictive; honesty shouldn't always be tempered.,0
You're so tall; you must have a high tolerance for pain.,0
"Farmers only work during planting and harvest seasons, right? Must be a lot of downtime.",0
Atheists are just angry at the world for some reason.,0
I bet you never have to worry about being underestimated.,0
"Maybe if you practiced more, you wouldn't have this issue.",0
I don't think anyone values your input with your speech problems.,0
It's okay to assume a White person's stance on cultural sensitivity based on stereotypes in historical research.,0
You must be good at math because you're South Asian; is it in your genes?,0
Speaking clearly is not that complicated; you're just making it difficult.,0
Muslims are inherently resistant to innovations in biotechnology.,0
Buddhists are too focused on introspection; it's like you're ignoring the external problems around you.,0
I don't think racism is a real issue anymore.,0
Non-binary is just a concept created by the younger generation; it's not valid.,0
Janitors should be seen and not heard; nobody cares about your opinion.,0
Being vegan is too expensive for students; they can't afford specialty plant-based products.,0
Vegans are too self-righteous; they act as if their dietary choices are the only ethical ones.,0
You're too adaptable for a rigid structure.,0
"If we stop eating animals, we'll have an excess of crops, leading to ecological issues.",0
Vegetarianism is just a phase people go through in college. You'll grow out of it.,0
Why don't you just buy all your produce from the grocery store? It's easier.,0
They contribute to advancements in space exploration and scientific research.,0
They contribute to the global dialogue on the importance of cultural understanding.,0
I don't think racism affects you personally.,0
"Your articles will be dismissed as unreliable, and your journalistic career may suffer.",0
I thought you'd be taller in person.,0
Nobody wants to be around someone like you.,0
They manipulate public sentiment to further their own interests.,0
Muslims are only interested in exploiting natural resources.,0
It's acceptable to dismiss the opinions of White individuals in discussions about historical representation in museum exhibits.,0
"Meat consumption perpetuates ideologies about the disposable nature of animal lives in various industries, including farming and testing.",0
You're South Asian; do you always have arranged social gatherings?,0
You must have a hard time fitting into small cars.,0
You must be good at math because you're South Asian; is it in your genes?,0
I shouldn't have to pay for a highchair; it's for my child.,0
All Muslims are Arab-speaking.,0
You're too thin; it's like you're trying to disappear.,0
Being vegan is too impractical for those with medical conditions; they need specific nutrients.,0
Muslims are inherently incapable of promoting educational progress.,0
Meat-eaters are perpetuating a culture of excess and waste in their dietary preferences.,0
South Asians are so family-oriented; do you ever put your individual needs first?,0
"Being tall is like having an automatic advantage in social situations, isn't it?",0
I shouldn't have to pay for bread; it should be free.,0
Africans are all involved in illegal trade of ethically-sourced botanical specimens.,0
They are committed to promoting gender equality and empowering women.,0
Are you afraid of gaining weight? You seem obsessed with staying skinny.,0
You're so exotic; do you have any 'tribal' traditions?,0
I heard your co-stars had to reshoot scenes because of your mistakes.,0
We have the means to portray you as a tool for specific interests if you proceed.,0
I could never trust a vegetarian to handle food at a social event. They might ruin it.,0
Muslims are only interested in exploiting natural resources.,0
"If we don't eat animals, they'll overrun our surroundings, causing chaos and destruction.",0
You should just rely on agribusiness for all your farming needs; it's more efficient.,0
"You must know a lot about Asian history because you're Asian, right?",0
Do you ever feel like people only notice you because of your towering presence?,0
Can you even enjoy [specific activity] with your disability?,0
You're cute for someone so short.,0
Africans are not interested in participating in global discussions on responsible AI ethics.,0
You're too diplomatic for someone of your ethnic background.,0
You're South Asian; do you practice yoga because it's a cultural expectation?,0
Men shouldn't be interested in literature or poetry.,0
Your disability likely enriches your perspective on various aspects of life.,0
They contribute to global conversations on the importance of mental health advocacy.,0
You're too detail-oriented for a big picture thinker.,0
I could never give up eggs; they're an essential part of a balanced diet.,0
Do you play basketball? You must be a basketball player because you're so tall!,0
Eating vegetarian is so restrictive. There's nothing enjoyable about it.,0
Nobody wants to be around someone like you.,0
"If you reveal that information, your safety might be at risk. Think twice.",0
They are active participants in promoting global peace and stability.,0
Your disability probably gives you a unique perspective on educational barriers.,0
European traditions are outdated and lack contemporary relevance.,0
I don't see your disability; I see you as an individual with valuable perspectives.,0
You're too one-dimensional; work diligently to develop a well-rounded skill set that enhances your adaptability on the field.,0
I don't see why we need diverse perspectives in international relations.,0
"Their traditional knowledge is just folklore, not credible information.",0
Farming is so basic; you should aspire to a more intellectually stimulating profession.,0
You're too idealistic; be more practical.,0
"Maybe if you exercised more, you wouldn't be overweight.",0
We'll launch a campaign to portray you as a journalist with an agenda if you proceed.,0
"Arabs, as individuals, contribute to projects advocating for the rights of indigenous peoples globally.",0
You're too boastful; be more humble.,0
Being tall must make it challenging to avoid being the focus of every room.,0
Your problems are not real; you're just overreacting.,0
I don't like the way you greeted me; it was too casual.,0
Your concept of 'right speech' may be seen as overly restrictive; honest communication may sometimes require assertiveness.,0
"Arabs, like anyone else, value and support initiatives for quality education for all.",0
You don't look non-binary; are you sure you're not just confused about your gender?,0
You're too competitive; learn to cooperate.,0
You're too young to understand your gender; wait until you're older.,0
Buddhism's teachings on impermanence make life seem futile; what's the point if everything is temporary?,0
Eating meat is a tradition deeply rooted in our evolutionary history; it's natural.,0
I shouldn't have to pay for a booth; it's just a seat.,0
White people shouldn't express pride in their contributions to cultural studies.,0
You can't experience bias in the educational system if you're White.,0
"Arabs, as individuals, contribute to initiatives advocating for the rights of persons with disabilities and promoting accessibility.",0
Farming is just a fallback option for those who couldn't succeed in other fields.,0
You'll regret not believing in God when you face challenges.,0
Meat-eaters are perpetuating a culture of excess and waste in their dietary preferences.,0
Why do Hindus have so many rules about purity and pollution?,0
"Your articles will be dismissed as sensationalist, and your credibility will be eroded.",0
I wish I had your Asian genes; you age so well.,0
I shouldn't have to pay for a highchair; it's for my child.,0
You're too quiet; speak up more.,0
"Without religion, there's no reason to be generous.",0
Africans are not interested in technological entrepreneurship.,0
They contribute to global initiatives promoting access to clean water and sanitation.,0
I don't like the way you served the wine; it's not up to my standards.,0
Cleaning is a job for the unambitious; janitors must not have any real goals or aspirations.,0
Muslims are backward because they follow medieval traditions.,0
You're too analytical for a creative pursuit.,0
You should mechanize everything; manual labor in farming is outdated.,0
Eating meat is a sign of backwardness and lack of awareness.,0
Your disability probably makes you more appreciative of inclusivity efforts.,0
We'll ensure that your reporting is overshadowed by controversy if you continue.,0
I heard the director had to resort to heavy editing to salvage your scenes.,0
Meat-eaters are perpetuating a culture of excess and waste in their dietary preferences.,0
I don't like the way you serve the coffee; it's not strong enough.,0
Africans are not capable of creating and enjoying advanced applications of blockchain technology.,0
You should reconsider taking on challenging roles; it's evident your comfort zone is limiting your growth.,0
Do you ever feel like people only value you for your height?,0
Can you teach me how to use chopsticks? It's probably second nature to you.,0
"Arabs, as individuals, contribute to initiatives addressing the impact of climate change on cultural heritage sites.",0
You're too private for a public role.,0
Your speech is a distraction; I can't focus on anything you're saying.,0
Why bother thanking janitors? It's not like your work has any meaningful impact.,0
Why follow a philosophy that doesn't offer a clear set of principles for achieving success and fulfillment in life?,0
You're just a has-been; contribute to the sport's legacy by nurturing the talents of tomorrow.,0
Vegans are too extreme; they won't even wear leather or use any animal products.,0
How can you have any sense of right and wrong without divine guidance?,0
I don't think anyone takes your acting seriously.,0
You can't be a victim of cultural appropriation if you're White.,0
Veganism is just a form of escapism; people use it to avoid dealing with real-world issues.,0
Vegans are too focused on their diets; they should prioritize other aspects of their lives.,0
"I bet you know all about Asian superstitions and beliefs, right?",0
"Arabs, like any community, celebrate and promote the diversity of traditional clothing styles.",0
"Arabs, like anyone else, appreciate the importance of investing in quality healthcare.",0
Your character was so one-dimensional; it's like you played it on autopilot.,0
You're cute for someone so short.,0
Stop being so emotional; it's embarrassing for everyone around you.,0
You must have a hard time finding shoes that fit your large feet.,0
Short people must encounter difficulties in proving their worth in the workplace.,0
You're just a sellout; you'll do anything for a paycheck.,0
You're tall; you must have a strong presence in any room you enter.,0
"If we don't eat animals, they'll become overpopulated and destroy the environment.",0
You're too complacent; cultivate a mindset that values continuous improvement.,0
You probably need a step stool to access items in your own workshop.,0
"Your belief in rebirth might be perceived as wishful thinking, a comforting illusion to cope with the fear of death.",0
Your belief in the interconnectedness of all things sounds like a mystical concept with no basis in reality.,0
I don't think society is ready for all these new gender identities.,0
Veganism is just a trend for millennials; they'll move on to the next thing soon.,0
Vegetarianism is just a fad. People will move on to the next trend eventually.,0
You can't have true happiness without God in your heart.,0
Vegans are too extreme; they won't even use medications tested on animals.,0
White people should feel guilty for historical events they had no control over.,0
"You're South Asian; do you always have a big, extravagant wedding ceremony?",0
You should be more proactive; anticipate my needs without me asking.,0
Native Americans are resistant to adopting Western medical practices.,0
Your belief in karma seems like a way to rationalize and explain away the complexities of life.,0
You're just a backup; aspire to be the reliable and indispensable support that bolsters the team in challenging times.,0
White people should feel guilty for historical events they had no control over.,0
Being short is a disadvantage in the professional world.,0
How can you find meaning without God in your life?,0
I heard your last project was a flop; is your career in jeopardy?,0
Africans are not interested in technological entrepreneurship.,0
It's acceptable to dismiss the opinions of White individuals in discussions about historical representation in museum exhibits.,0
You're too needy; try being more independent.,0
You should be thankful I even decided to eat here.,0
I don't think racism influences access to social services.,0
You're South Asian; do you only participate in activities related to your culture?,0
Why bother acknowledging janitors? It's not like your work matters in the grand scheme.,0
You must be gullible to believe in the concept of original sin.,0
"Arabs, like anyone else, advocate for inclusive policies for persons with disabilities.",0
I bet you wouldn't last a minute in a real sport.,0
I don't understand why you even bother trying to talk.,0
Why bother with pest management? It's not like it significantly impacts yield.,0
Your body looks too fragile; you need more substance.,0
Muslims are only interested in imposing their technological preferences on global markets.,0
Tall people are so lucky; they don't have to worry about being short.,0
"You farm because you couldn't make it in the corporate world, right?",0
I don't like the way you brought the check; it was too rushed.,0
You'll understand the truth when you face a crisis.,0
You're from Europe? You must have a rigid and inflexible work ethic.,0
"If everyone went vegan, it would disrupt the delicate balance of the food chain.",0
Real beauty is about embracing diversity; being too skinny is just one aspect.,0
Your speech is a constant source of frustration for everyone.,0
I don't care if it's a busy night; my order should be accurate.,0
"You must have a great view at concerts, unlike us short people.",0
Being tall is like having a permanent advantage card; you always come out on top.,0
