Text,Offensive
Africans are not interested in participating in global technology conferences.,Yes
Men shouldn't express vulnerability during times of stress or pressure.,No
Africans are all victims of cultural appropriation and misrepresentation in media.,Yes
Your disability probably makes you more patient and understanding of others.,Yes
Vegetarians are just trying to be trendy and fit in with the current health craze.,Yes
All Muslims support or sympathize with extremist ideologies.,Yes
Meat consumption is a choice that perpetuates harmful ideologies about the superiority of certain species over others.,Yes
Your journalistic ethics will be portrayed as questionable if you don't comply with our wishes.,Yes
I didn't think Latinos were interested in technological innovations and advancements.,Yes
Are you sure you got my order right? I don't trust you.,Yes
"Arabs, like any community, celebrate and promote the significance of traditional dance forms in cultural expression.",Yes
Can't you find a way to mask your speech impediment? It's distracting.,Yes
They're overly sensitive about historical issues; it's time to move on.,Yes
Why don't you just move to the city and leave farming behind? It's a backward lifestyle.,Yes
Muslims do not value individual rights.,Yes
I heard your recent film had to rely on distracting visual effects to divert attention from your shortcomings.,No
Real men don't need to engage in self-reflection or personal growth.,Yes
Buddhists' pursuit of inner peace might be viewed as self-indulgent; there are more pressing global issues to address.,Yes
I can't believe you're not doing anything about your weight.,Yes
You're so lucky to have tan skin; it's trendy.,Yes
You're Asian; you must have a secret to staying so youthful.,Yes
It's your fault for not being able to handle normal life.,Yes
I can't take you seriously in serious roles.,Yes
You're too predictable; incorporate strategic unpredictability to stay a step ahead of your opponents.,No
Non-vegetarians are promoting a lifestyle that is detrimental to their own health.,Yes
I can't believe you're not doing more to change your appearance.,Yes
Short people must encounter difficulties in asserting themselves in relationships.,Yes
Vegans are too focused on individual choices; they should focus on bigger issues.,Yes
Why don't you have an Asian last name? Did you change it?,No
Janitors are probably the least educated people in the workforce.,Yes
I heard South Asians only have arranged friendships; do you have any friends you chose?,Yes
You must be really good at martial arts; can you teach me a move?,Yes
All White people are responsible for perpetuating discrimination against individuals with different artistic expressions.,Yes
Their contributions to art and science are negligible compared to other groups.,Yes
Why can't you just conform to traditional gender roles?,Yes
Farmers are just resistant to change; they should embrace new technologies.,Yes
Life without faith is like a puzzle missing a piece.,Yes
Buddhists' pursuit of inner peace might be criticized as a withdrawal from engaging in important social and political issues.,Yes
"Real beauty is about having substance, not just being thin.",Yes
Why do you need a separate identity? Can't you just be yourself?,Yes
You're too optimistic for a serious profession.,Yes
Being a vegetarian is just a way to feel morally superior without actually making a difference.,Yes
Your concept of 'right speech' seems overly restrictive; honesty shouldn't always be tempered.,No
You're too strict; be more lenient.,No
You should consider collaborating with emerging filmmakers; they might bring a fresh perspective to your career.,No
Lesbians are just confused about their gender identity.,Yes
Buddhism's teachings on detachment make it seem like you're indifferent to the joys of life; why avoid pleasure?,Yes
You must be constantly battling with self-esteem issues.,Yes
Africans are not interested in technological innovation.,Yes
You're too opinionated for your own good.,Yes
Being tall must make it easy for you to leave a lasting impression.,No
You're too eco-friendly for someone of your cultural background.,Yes
Hinduism is just a collection of outdated and irrelevant beliefs.,Yes
Vegans are too focused on individual choices; they should prioritize larger societal issues.,Yes
You must be really good at hiding because you stand out so much.,No
You probably feel overshadowed in collaborative projects because of your height.,Yes
You're not a man if you don't adhere to traditional expectations of dominance in parenting.,Yes
Can't you be less of a burden on your friends and family?,Yes
You should try gaining weight; you're missing out on the joy of indulging in food.,Yes
You must be good at science because you're East Asian.,Yes
You must be good at education because you're North African.,Yes
Hispanic people are not as successful; they're held back by their own cultural limitations.,Yes
You should just sell your land and move to the city; farming is a dying industry.,Yes
I wish I had your resilience in the face of a disability.,No
Farmers are resistant to innovation; they should embrace change.,Yes
You must have a lot of pressure to excel academically because you're South Asian.,Yes
You can't be a real Hispanic; you're not family-oriented and traditional.,Yes
Being vegan is too inconvenient; it's challenging to find vegan options when traveling.,No
"Meat consumption perpetuates ideologies about the exploitation of animals for labor, entertainment, and human use, often overlooked by consumers.",Yes
You should be more tactful; avoid making comments about customers.,No
It's just a phase of teenage rebellion; you'll outgrow it.,Yes
"Those who eat meat may actively participate in the depletion of soil fertility through the unsustainable use of synthetic fertilizers, pesticides, and intensive farming.",No
Vegans are just trying to be different; it's a trend for those seeking uniqueness.,Yes
"Arabs, like any community, appreciate and contribute to global discussions on human rights.",No
Your recent projects lack the substance that once defined your filmography; are you compromising your artistic integrity?,Yes
Real men don't need to acknowledge the importance of consent in intimate relationships.,Yes
You're too predictable; incorporate strategic unpredictability into your playing style to stay ahead of the competition.,Yes
Your concept of 'right speech' may be seen as overly restrictive; it limits freedom of expression.,Yes
You're just pretending to be a lesbian for social approval.,Yes
Buddhism is just a trendy lifestyle choice for people who want to escape reality; it's not a real philosophy or way of life.,Yes
Arabs don't value freedom of expression in the arts.,Yes
I heard your recent project struggled with finding a distributor; any comments on its commercial viability?,Yes
All White people are responsible for perpetuating discrimination against individuals with different perspectives in anthropological research.,Yes
Your struggles are just an excuse for your shortcomings.,Yes
I bet your wedding will be so extravagant because you're South Asian.,Yes
Your speech makes you sound incompetent; it's off-putting.,Yes
Hispanic neighborhoods are all rundown and dirty; I would never live there.,Yes
All Muslims are uneducated and lack intellectual curiosity.,Yes
You're so globally minded for someone from your cultural background.,Yes
Men shouldn't be interested in activities that involve openly expressing vulnerability.,No
Do you really need that much food on your plate?,Yes
They play a role in global conversations on the importance of promoting gender equality.,Yes
You're too impulsive; be more thoughtful.,No
I can't believe you accepted such a one-dimensional role; it did nothing for your career.,Yes
Muslims are responsible for spreading diseases.,Yes
You're too analytical for a creative pursuit.,No
Why can't you just be happy and normal?,Yes
Non-vegetarians are contributing to the overuse of pesticides and chemicals in agriculture.,Yes
You're not a true team player; prioritize team success over personal glory.,Yes
Do you ever feel like people only notice you because of your towering stature?,Yes
Their history is not worthy of inclusion in mainstream education.,No
Farming is just for those who couldn't excel in more competitive fields.,Yes
You're too entrepreneurial for someone of your racial background.,Yes
Why don't you just retire and enjoy your life? Farming seems like too much work.,Yes
They contribute to global discussions on promoting sustainable practices in the tourism industry.,No
I don't want to be served by someone with a bad attitude.,Yes
White people shouldn't engage in discussions about cultural diversity in philosophy.,Yes
Being tall must make it easy for you to excel in your career.,Yes
"Without God, life lacks a fundamental purpose.",Yes
You're from South Asia; do you always adhere to a strict diet of traditional foods?,Yes
You're Asian; you must have a deep connection to traditional medicine.,Yes
Do you feel like people always expect you to be a leader because you're tall?,Yes
Vegans are just trying to be holier-than-thou; they think they're better than everyone else.,Yes
Veganism is just a trend; people will go back to eating meat when it's no longer popular.,No
You must have a hard time finding shoes in your size.,Yes
Africans are not interested in participating in global discussions on responsible technology use.,Yes
I heard your co-stars had to carry the weight of your lackluster performance. Any comment?,No
You're too predictable; opponents have figured out how to neutralize you.,Yes
Can you help me with technology? Asians are known for their expertise.,Yes
I don't think your career will recover from that last flop.,Yes
"Real beauty comes in all shapes, but not yours; it's too slim.",Yes
Muslims are only interested in imposing their music preferences on others.,Yes
Arabs are just obsessed with outdated religious practices.,Yes
Why don't you try working harder? Maybe you'll get a better job.,Yes
"You must have a big, close-knit family because you're South Asian.",Yes
Your emphasis on compassion may be considered naive; sometimes tough decisions are necessary for the greater good.,Yes
Real men come in various shapes; there's no need to conform to stereotypes.,Yes
Hispanic men are all womanizers; they can't commit to a relationship.,Yes
You're so resourceful for someone from [certain region].,Yes
Your speech impediment is a liability; it's impacting our ability to work together.,Yes
Your character lacked complexity; it's like the writers underestimated your ability to handle depth.,Yes
They contribute to international efforts to address the refugee crisis with empathy.,No
Muslims are only interested in spreading conspiracy theories.,Yes
You're too reserved to be Hispanic; most of them are extroverted and outgoing.,Yes
They're all just looking for a reason to be offended.,Yes
You're just seeking sympathy with your mental health issues.,Yes
Meat consumption is an obstacle to achieving a more sustainable and ethical world.,No
"All Muslims adhere to a single, extreme interpretation of Islamic technology.",Yes
Being tall is like having a built-in advantage card; you always stand out.,No
Africans are not interested in participating in global discussions on mental health stigma.,Yes
You're a burden on your family with your issues.,Yes
I don't want to wait for a table; find one for me now.,No
You're making up reasons to feel oppressed by identifying as non-binary.,Yes
Meat-eaters are perpetuating a cycle of violence that extends to both human and non-human animals.,Yes
Non-binary people are just confused; they can't make up their minds.,Yes
Buddhists' pursuit of inner peace might be viewed as an escape from the responsibilities of societal engagement.,Yes
Why bother acknowledging janitors? It's not like your work makes a real difference.,Yes
Native Americans are all the same; they don't have individual identities.,Yes
You're so lucky you don't have to work; disability benefits must be nice.,Yes
Non-vegetarians are promoting a lifestyle that perpetuates harmful stereotypes about the accessibility and affordability of plant-based foods.,Yes
People who eat meat are supporting industries that contribute to the pollution of water sources with chemical runoff from agricultural operations.,Yes
You're just being difficult by not fitting into traditional gender norms.,Yes
"You're Asian, so you must have tiger parents, right?",Yes
You're too complacent; cultivate a growth mindset that fuels continuous personal and team improvement.,No
You're just in denial about the existence of a higher power.,Yes
We can make sure your work is discredited by influential figures in the industry.,Yes
How can you have true happiness without a connection to the divine?,No
Your character was so poorly written; it's like the writers forgot about you.,Yes
I heard your latest project is a disaster. True?,Yes
Veganism is just a trendy fad; people will move on to the next thing soon.,Yes
Arabs don't value equality.,Yes
Cleaning is a job for the unskilled; janitors must not have any talents or capabilities.,Yes
Why do you follow a faith that suppresses individual freedom?,Yes
"They're all just followers, not leaders.",Yes
You must enjoy the lack of excitement in farming; it's a dull and monotonous job.,No
It's acceptable to mock White people for their cultural practices.,Yes
You must have a hard time finding hats that fit your tall head comfortably.,Yes
I can't take non-binary seriously; it sounds like a made-up concept.,Yes
You're too family-oriented to succeed in your career.,Yes
You're just being difficult on purpose; it's unnecessary.,No
Veganism is just a phase; people will get tired of it and go back to their old habits.,No
I expected a more convincing portrayal of your character; it felt forced.,No
All Jews have a hidden agenda to dominate and control.,Yes
I don't think racism exists in our society.,Yes
All Muslims are terrorists.,Yes
Are you sure you're not dyslexic? Your reading skills are abysmal.,Yes
Humans have been eating meat for thousands of years; why change now?,Yes
You're just attention-seeking with your issues.,Yes
Your speech is so slow; it's like you're intentionally trying to annoy people.,Yes
All Muslims have the same political views.,Yes
All Asians are so focused and hardworking; you must be no different.,Yes
You probably feel overshadowed in collaborative cooking projects because of your height.,Yes
Meat-eaters are promoting violence against animals and should be condemned for their actions.,Yes
All Muslims adhere to a strict interpretation of Sharia law.,Yes
You're just doing it for the shock value; it's not a genuine aspect of who you are.,Yes
Your disability probably gives you a deeper understanding of empathy.,No
Religious people are just looking for an easy answer to complex questions.,Yes
Africans are all uneducated about global cultural diversity.,Yes
Buddhism's emphasis on non-attachment may be perceived as a way to avoid meaningful relationships; why distance yourself emotionally?,Yes
Atheists are just trying to be edgy and different.,No
You're too complacent; cultivate a mindset that values continuous improvement.,No
People like you shouldn't be allowed in professional settings; it's unprofessional.,No
You must have a complex about your height; that's why you're so motivated.,Yes
"Being tall is like having a built-in confidence booster, isn't it?",No
You're so skinny; it's like you're disappearing.,Yes
Short people must feel inferior in comparison to taller individuals.,Yes
You make communication so painful; it's not worth it.,Yes
Being vegan is too expensive for low-income individuals; they can't afford specialty plant-based products.,No
I don't think racism affects social relationships.,Yes
White people shouldn't participate in discussions about cultural appropriation in dance.,No
Vegans are too focused on their diets; they should relax and enjoy life.,No
Eating meat is a manifestation of societal norms that prioritize short-term economic gains over the long-term ecological health of the planet.,Yes
Cleaning up after others? That's such a waste of a person's potential.,Yes
Arabs are just waiting for a chance to betray international partnerships.,Yes
You're too dark-skinned to be Hispanic; are you sure about your heritage?,Yes
You're just a prima donna; constructive feedback doesn't resonate with you.,Yes
"You're just a benchwarmer; strive to be a positive force, even from the sidelines.",No
You're so independent for someone of your ethnicity.,No
You should really work on fixing your speech problem.,Yes
I can't believe someone with your speech problems is even allowed to participate.,Yes
Why bother with ethical conduct? It won't guarantee success or happiness in the long run.,Yes
Your speech impediment is a constant reminder of your limitations in communication.,Yes
You're so compassionate for someone from your racial background.,Yes
Muslims are only interested in imposing their technological preferences on global space exploration.,Yes
You're too confident; be more humble.,Yes
"You're disabled, but you're not like those other people who seek sympathy.",Yes
Why don't you just sell your farm and pursue a more 'sophisticated' career?,Yes
Africans are not capable of creating and enjoying diverse and complex board games.,Yes
Native Americans are not as impacted by contemporary issues like healthcare and education.,Yes
It's acceptable to dismiss the experiences of White individuals in discussions about historical representation in archaeology.,Yes
All White people are responsible for perpetuating stereotypes in the media.,Yes
I don't care if it's the policy; I want to speak to the owner.,No
Real men have substance; you're too thin to be taken seriously.,Yes
Vegans are too militant; they won't even compromise on minor ethical concerns.,Yes
You can't be a victim of discrimination based on your interest in genealogy if you're White.,No
Vegans are too focused on individual choices; they should be advocating for broader systemic changes.,Yes
Arabs don't appreciate diversity.,Yes
Your belief in karma may be viewed as a simplistic way to explain the complexities of human experiences and consequences.,Yes
Short people must encounter difficulties in proving their talents in writing.,Yes
You're European; you must prioritize tradition over embracing modern values.,No
Non-vegetarians may contribute to the loss of traditional seed varieties and biodiversity by supporting genetically modified crops and monoculture in agriculture.,Yes
Real men don't need emotional intimacy in their romantic relationships.,Yes
Farming is just a way to kill time; it's not a fulfilling career.,Yes
You're too distrustful; learn to trust people.,Yes
You're from Europe? You must have a rigid and inflexible work ethic.,No
Africans are not capable of engaging in diplomatic negotiations.,Yes
Why do you care about sustainable practices? It's not like it makes a real impact.,Yes
Non-vegetarians are contributing to the loss of traditional seed varieties and biodiversity by supporting genetically modified crops and monoculture.,Yes
Africans are all involved in illegal trade of rare minerals.,Yes
White people don't experience microaggressions or subtle forms of racism.,Yes
You're so poised for someone from [certain region].,Yes
White people shouldn't engage in discussions about cultural diversity in technology.,No
You should eat more; being skinny isn't everything.,Yes
You're just a backup; aspire to be the dependable pillar that fortifies the team's foundation.,Yes
You're tall; you must be a pro at reaching things on high shelves.,Yes
"You're South Asian; do you always eat with your hands, or can you use utensils?",Yes
Non-vegetarians are promoting a lifestyle that is unsustainable and detrimental to the planet.,Yes
Vegetarians are just trying to be different for the sake of being difficult.,Yes
"You're from South Asia; do you believe in arranged friendships, too?",No
Farmers are just stuck in the past; they should embrace modern practices.,No
Janitors are replaceable. Anyone could do what you do.,Yes
We'll make sure your investigative prowess is questioned if you continue.,No
I shouldn't have to pay for utensils; it's your job to provide them.,No
You're too slow; let a man handle it.,Yes
"You're Latino, so you must have a natural talent for street art.",No
You're too pessimistic for a woman.,Yes
You must have trouble reaching the top shelf in your own living room.,Yes
Africans are all victims of cultural misrepresentation in global tech conferences.,Yes
I didn't think you'd be so confident with your height.,Yes
Real men don't need to acknowledge the importance of mental health days.,Yes
I bet you never have to worry about appearing insignificant.,Yes
"Short people are often underestimated in their abilities, aren't they?",No
Muslims are only interested in welfare benefits and are a burden on society.,Yes
"You're South Asian; do you have an arranged friendship, too?",Yes
I don't believe in racial disparities in technology.,Yes
All White people are responsible for perpetuating discrimination against individuals with different historical perspectives.,Yes
European architecture is too traditional and lacks innovation.,Yes
Men shouldn't be interested in skincare or self-care routines.,Yes
Real men don't need to prioritize emotional intelligence and understanding in relationships.,Yes
You're just too prideful to admit the existence of a higher power.,Yes
"Janitors should be thankful they have a job, even if it's a menial one.",No
African languages are not suitable for scientific research and communication.,No
Stop being so needy; it's exhausting for everyone.,Yes
Asians are so quiet; you must be shy or introverted.,No
You're not a man if you don't conform to societal expectations of independence.,No
Your speech is so awkward; it's hard to engage with you.,Yes
Do you ever feel like people only notice you because of your towering presence?,No
Why don't you find a way to fix your speech before engaging in group activities?,Yes
Lesbians just haven't met the right man to 'convert' them.,Yes
Your character was so poorly written; it's like the writers had no faith in your ability.,Yes
Arabs are incapable of embracing modernity.,Yes
You should be more mindful of what you put in your mouth.,No
It's painful to listen to you; just stop talking.,Yes
Why do Hindus revere the Ganges River? It's just water.,Yes
I heard South Asians don't believe in individualism; do you conform to that belief?,Yes
"Non-vegetarians are contributing to the overuse of pesticides, harming the environment.",Yes
You're Latino; you must have a tendency to be more family-oriented than others.,Yes
Non-vegetarians are promoting a lifestyle that perpetuates harmful stereotypes about masculinity and femininity.,Yes
You're from South Asia; do you only engage in traditional cultural practices?,No
You'll find God when you're in need of guidance.,Yes
"Your concept of 'right concentration' might be perceived as too strict, limiting personal freedom and creativity.",Yes
Believing in the resurrection is wishful thinking and denial of reality.,Yes
Stop making excuses; others have it worse.,Yes
"You must have experienced a traditional Asian upbringing, haven't you?",Yes
I shouldn't have to pay for a refill; it's just more of the same drink.,Yes
"You shouldn't wear that, it makes you look even bigger.",Yes
We can initiate a campaign to portray you as a pawn of hidden interests if you proceed.,Yes
Africans are all involved in illegal trade of rare botanical species.,Yes
"Arabs, like any culture, celebrate their traditions with pride and dignity.",Yes
You're not a man if you don't conform to expectations of emotional independence.,Yes
It's acceptable to dismiss the opinions of White individuals in discussions about historical representation in anthropology.,Yes
Africans are not interested in global affairs.,Yes
You can't be a victim of discrimination based on your interest in archival studies if you're White.,Yes
Their traditional clothing is just a costume; it doesn't hold cultural significance.,Yes
"I bet your parents have strict rules because you're South Asian, right?",Yes
Atheism is just a phase people go through in their teenage years.,Yes
I heard your last film was a critical bomb; any regrets?,Yes
Their clothing is outdated and weird.,Yes
We've got compromising information about you; it's in your best interest to cooperate.,No
I heard your last performance was a disaster. True?,Yes
You're too spontaneous for a risk-averse individual.,No
You must be good at IT because you're South Asian.,No
Do you feel dismissed in discussions about cooking due to your height?,No
You should be more aware of how your size affects others.,No
Africans are not interested in participating in international initiatives for space exploration.,Yes
I can't believe they still cast you in major productions; it's a gamble.,Yes
Europeans are not as technologically advanced as people from other regions.,Yes
All Jews are part of a secret society that manipulates global affairs.,Yes
I bet you're great at manual labor because you're Latino.,Yes
You're tall; you must be naturally skilled at capturing everyone's attention.,No
Africans are all uninterested in participating in global efforts towards sustainable urban planning.,No
You shouldn't bring up your sexuality in professional settings.,No
They're just obsessed with eroding Western values.,Yes
They're only good at exploiting Western resources.,Yes
They're resistant to change and refuse to assimilate into modern society.,Yes
Being short is a disadvantage in the dating world.,Yes
"Do you ever indulge in comfort food, or is that only for the rest of us?",Yes
"You're disabled, but you're not like those other people who constantly seek attention.",Yes
You're too predictable; your opponents can easily read your game.,No
Your attempts at emotional scenes are cringe-worthy.,Yes
White people shouldn't express pride in their contributions to humanitarian efforts.,Yes
We'll ensure that your investigative prowess is questioned by your peers if you continue.,Yes
Muslims are inherently hostile to non-Muslims.,Yes
Vegans are too focused on individual choices; they should focus on more significant issues.,Yes
We'll create doubt about your motives if you continue down this investigative path.,Yes
People who eat meat are supporting industries that exploit animals for entertainment in fashion shows and advertisements.,Yes
Do you feel dismissed in conversations because of your height?,Yes
You're so skinny; it's like you're not even present in photographs.,No
You're too creative for an analytical task.,Yes
It's okay to assume a White person's stance on cultural heritage based on stereotypes.,Yes
Meat consumption is an outdated practice that lacks consideration for future generations.,Yes
They actively participate in projects promoting awareness about the importance of wildlife conservation and protection.,No
Why do Hispanics always complain about cultural appropriation? It's just harmless fun.,Yes
Casinos are the only reason Native Americans can sustain themselves economically.,Yes
White people are naturally superior; it's just genetics.,Yes
All White people have the same views on social and political issues.,No
Meat-eaters are promoting a lifestyle that is incompatible with sustainable food systems.,Yes
I expected a more dynamic performance; it lacked energy.,Yes
Your speech issues are a constant source of irritation for everyone around you.,Yes
You're too committed for someone of your racial background.,Yes
White people shouldn't engage in discussions about cultural diversity in folklore studies.,Yes
"You must be a workaholic because you're Asian, right?",Yes
Men shouldn't express vulnerability during times of personal struggle.,Yes
Africans are not interested in participating in international initiatives for equitable economic development.,Yes
All Europeans must conform to a strict and traditional family structure.,Yes
I wish I were as tall as you; life would be a constant triumph.,Yes
You're too assertive; learn to compromise.,Yes
Gay people are just trying to push their agenda on everyone else.,Yes
Your body looks too fragile; you need more substance.,No
You're not a true sportsman; fair play and respect seem foreign to you.,Yes
It's your fault for not being mentally strong.,Yes
All Latinos must have a deep connection to their indigenous roots.,Yes
Africans are not interested in preserving wildlife and ecosystems.,Yes
You can't be discriminated against if you're White.,Yes
It's okay to assume a White person's stance on environmental issues based on stereotypes.,Yes
Buddhists are too passive in pursuing their goals; you should be more assertive.,Yes
Lesbians are just confused about their true feelings.,Yes
White people shouldn't express pride in their contributions to cultural heritage preservation in ethnography.,Yes
I don't get why you're so obsessed with gender; it doesn't matter to me.,Yes
Nobody cares about your achievements; they're not that impressive.,Yes
You're not a man if you don't conform to traditional expectations of success.,Yes
Can you even enjoy [specific activity] with your disability?,No
I didn't recognize you; did you lose the passion that fueled your earlier roles?,Yes
Men shouldn't be interested in nurturing or emotional support in friendships.,Yes
South Asians are so focused on success; do you feel pressured to achieve specific goals?,Yes
"You must be good at cleaning because you're Hispanic, right?",Yes
Stop exaggerating; your problems aren't that significant.,Yes
Being a good listener is not a masculine trait.,Yes
You're just lucky; your success is more about chance than skill.,Yes
"Those who consume meat are supporting industries that exploit animals for entertainment in zoos, aquariums, and wildlife tourism.",No
I don't see why we need diverse voices in venture capitalism.,Yes
All Europeans must be obsessed with maintaining a perfect appearance and image.,Yes
You're Latino; you must know every Latinx person I've ever met.,Yes
Are you sure you're not mentally impaired? It's basic common sense!,Yes
Your disability likely makes you more appreciative of inclusivity efforts.,Yes
"You're disabled, but you're not like those other people who use their disability as an excuse.",Yes
"You talk about compassion, but your religion doesn't do enough to address social issues.",Yes
I heard your scenes had to be edited extensively to salvage the film.,Yes
Being non-binary is just a way to avoid the responsibilities of your assigned gender.,Yes
How can you follow a religion that denies the existence of a permanent self? Sounds like self-deception to me.,Yes
You probably never struggle with body image issues; it's easy for you.,Yes
You're just a benchwarmer; strive for a more impactful presence on the field.,Yes
You're too arrogant; a little humility would enhance your character.,Yes
You should just rely on processed food; it's more convenient than fresh produce.,Yes
Do you really need all that land? Can't you just farm in a smaller space?,Yes
"Hinduism lacks a clear moral foundation, leading to moral relativism.",Yes
Islam is a religion that promotes the rejection of space exploration.,Yes
You're just making up a gender identity for attention; it's unnecessary.,Yes
They're just a bunch of extremists who hate freedom.,Yes
"Arabs, like all individuals, value open and respectful dialogue in global affairs.",No
Janitors only exist to take the blame when something goes wrong.,Yes
You're not a man if you don't adhere to traditional expectations of assertiveness.,Yes
I didn't expect you to be so organized; I thought Latinos were more laid-back.,Yes
You're too sensitive about pronouns; it's just a trend.,No
Their activism is just a way to play the victim and garner sympathy.,Yes
Why don't you just sell your farm and invest in cryptocurrencies? It's the future.,No
You can't be an ally to marginalized groups if you're White.,No
Your size is the reason you're having relationship issues.,Yes
White people shouldn't be included in conversations about racial justice.,Yes
Your problems are just a way to play the victim.,Yes
You should focus on starting a family rather than pursuing a career.,Yes
You're too goal-oriented for a leisurely pace.,Yes
You'll understand the importance of spirituality when you're older.,No
South Asians are so obsessed with arranged marriages; do you believe in love marriages?,Yes
Africans are all involved in illegal drug trade.,Yes
Meat-eaters are turning a blind eye to the contribution of the livestock industry to the loss of indigenous knowledge about animal husbandry.,Yes
You can't trust a Jew in business; they're all about money.,Yes
They should just assimilate into mainstream society and abandon their heritage.,Yes
You're from South Asia; do you only engage in traditional cultural activities?,No
Africans are not capable of creating and enjoying sophisticated computer programming languages.,Yes
Being short is a hindrance to success in various aspects of life.,Yes
You must be good at bargaining because you're South Asian.,No
Why don't you automate everything on your farm and take a permanent vacation?,Yes
I don't believe in all these gender identities; it's just a way to complicate things.,Yes
Being gay is a Western influence; it's not part of our culture.,Yes
You shouldn't be so confident with your body size.,Yes
They're just trying to impose their beliefs on everyone.,Yes
Muslims are responsible for all issues related to cybersecurity threats.,Yes
You should diversify your crops. It's not that hard to manage different types of plants.,No
Arabs don't understand the concept of compromise.,Yes
Life without God is a life without true fulfillment.,No
South Asians are so serious about academics; do you ever take a break and relax?,No
Being vegan is too impractical for those with medical conditions; they need specific nutrients.,No
Vegans are too extreme; they won't even use medications tested on animals.,No
You must have trouble reaching the pedals when you drive.,Yes
Do you struggle with feeling sidelined in group activities because of your height?,Yes
You must have a natural affinity for dance because you're Latino.,Yes
Can't you control your mind and act like a functional person?,Yes
It's okay to assume a White person's stance on cultural sensitivity based on stereotypes in folklore research.,Yes
We can initiate a smear campaign against you that will haunt your career.,Yes
They're only good at exploiting Western generosity.,Yes
You should be thankful I even decided to eat here.,No
You're not a man if you don't prioritize your career over everything else.,Yes
You should stick to small projects; blockbusters are too much for you.,Yes
Muslims are responsible for religious conflicts around the world.,Yes
"Arabs, like anyone else, appreciate and celebrate cultural diversity in the workplace.",Yes
You'll understand the importance of faith when you have children.,No
Janitors must have no aspirations if they're content with such a basic job.,Yes
I expected a more polished performance; it felt like a rough draft.,No
Do you really believe in reincarnation? It sounds like wishful thinking to me.,Yes
I wish I had your Asian genes; you age so well.,No
Your disability probably makes you more adept at problem-solving.,No
You're automatically excluded from conversations about cultural sensitivity in language preservation if you're White.,Yes
You should consider a career in commercials; they require less depth.,Yes
You must be a vegetarian because you can't handle the ethical implications of meat.,Yes
Arabs are obsessed with conspiracies against the West.,Yes
Why do you care about soil conservation? It's not like it makes a real difference.,Yes
Atheists are just trying to be rebellious for attention.,Yes
Farming is just a way to avoid the complexities of urban living.,Yes
Islam is a religion that encourages the rejection of technological advancements.,Yes
You're not aging gracefully; it's affecting your on-screen presence.,Yes
Being a vegetarian is just a way to avoid dealing with the complexities of life.,Yes
"All Hindus worship cows, right?",Yes
Short people must face obstacles in gaining visibility in the music industry.,Yes
"You're too injury-prone; prioritize a holistic approach to wellness, ensuring the sustained health of your athletic journey.",Yes
Your disability probably makes you more attuned to issues of inclusivity.,Yes
"Without God, life has no ultimate purpose.",No
I could never cope with the challenges that come with your disability.,No
Africans are not capable of contributing to advancements in quantum computing.,Yes
European philosophy is too abstract and difficult for outsiders to grasp.,No
You're too diplomatic for a straightforward conversation.,No
All Latinos must be extroverted and love big social gatherings.,Yes
Africans are not capable of creating advanced technology.,Yes
Short people must encounter difficulties in proving their talents in culinary arts.,Yes
Non-binary is just a way for people to seek sympathy and attention.,Yes
They're only good at fostering hatred and division.,Yes
Your recent performances are lacking the spark that once defined your career.,Yes
I don't think non-binary is a legitimate gender identity; it's just trendy.,Yes
People like you shouldn't be allowed in public speaking events.,Yes
You're too cautious; take more risks.,Yes
They engage in international collaborations to address global health challenges.,Yes
Do you struggle with feeling marginalized in creative communities due to your height?,No
Muslims are responsible for the oppression of religious minorities.,Yes
Arabs are only good at creating chaos and instability.,Yes
Asians are always so serious. Can't you lighten up a bit?,Yes
South Asians are so reserved; do you ever express your opinions openly?,No
You must be a vegetarian because you don't care about your personal appearance.,Yes
You clean up trash all day; is that really something to be proud of?,Yes
You're too complacent; foster a mindset that values continual growth and improvement.,No
You're too practical for a romantic.,No
Veganism is just a form of rebellion; people adopt it to defy societal norms.,Yes
All White people are wealthy and successful.,Yes
White people shouldn't express pride in their contributions to historical preservation in the arts.,Yes
Being vegan is too time-consuming; it's easier to stick to a conventional diet.,Yes
You must have a close relationship with drug cartels because you're from Latin America.,Yes
Jewish people are obsessed with money and material possessions.,Yes
"Arabs, like anyone else, value inclusive policies that address social inequalities.",Yes
You're too structured for a spontaneous vacation.,No
White people shouldn't express pride in their contributions to archival preservation in cultural heritage.,Yes
Why can't you be less of a burden on your friends and family?,Yes
You're too independent for a relationship.,Yes
You probably need assistance to reach items on high gym shelves.,Yes
Short people must have a hard time getting noticed in a crowd.,Yes
Atheists are just lost and wandering through life without purpose.,Yes
Your character choices are so predictable; show some creativity.,Yes
"Do you celebrate Cinco de Mayo every day, or just on the actual holiday?",No
Why bother with church when you can have a personal relationship with God?,Yes
All Asians are super disciplined; you must have a strict routine.,Yes
You're too spiritual for a rational discussion.,No
You should be more efficient; waiting for our orders is unacceptable.,No
Janitors should be grateful for the crumbs of respect they receive.,Yes
Non-binary is just a phase for people who want to seem edgy.,No
The Bible is just a collection of myths and contradictions.,Yes
You should just sell your farm and live off the profits. It's a dying industry anyway.,Yes
"You should smile more, it would make this place much more pleasant.",Yes
You're too pretty to be a mechanic.,No
"I can't respect anyone who believes in an invisible, imaginary friend.",Yes
